country,alpha_2_code,alpha_3_code,numeric_code,indicator,time_period,obs_value,sex,unit_multiplier,unit_of_measure,observation_status,observation_confidentaility,time_period_activity_related_to_when_the_data_are_collected,current_age
Brazil,BR,BRA,76,Proportion of population using of improved drinking water sources free from faecal and priority chemical contamination,2013,80.38308089329914,Total,,%,,,,Total
Brazil,BR,BRA,76,Proportion of population using of improved drinking water sources free from faecal and priority chemical contamination,2014,81.19480277944089,Total,,%,,,,Total
Brazil,BR,BRA,76,Proportion of population using of improved drinking water sources free from faecal and priority chemical contamination,2015,82.00246168382645,Total,,%,,,,Total
Brazil,BR,BRA,76,Proportion of population using of improved drinking water sources free from faecal and priority chemical contamination,2016,82.74326021049153,Total,,%,,,,Total
Brazil,BR,BRA,76,Proportion of population using of improved drinking water sources free from faecal and priority chemical contamination,2017,83.60515497911059,Total,,%,,,,Total
Brazil,BR,BRA,76,Proportion of population using of improved drinking water sources free from faecal and priority chemical contamination,2018,84.40003882306921,Total,,%,,,,Total
Brazil,BR,BRA,76,Proportion of population using of improved drinking water sources free from faecal and priority chemical contamination,2019,85.19092589711046,Total,,%,,,,Total
Brazil,BR,BRA,76,Proportion of population using of improved drinking water sources free from faecal and priority chemical contamination,2020,85.92161788358636,Total,,%,,,,Total
Brazil,BR,BRA,76,Proportion of population using of improved drinking water sources free from faecal and priority chemical contamination,2021,86.64403311599396,Total,,%,,,,Total
Brazil,BR,BRA,76,Proportion of population using of improved drinking water sources free from faecal and priority chemical contamination,2022,87.25871547189513,Total,,%,,,,Total
Bulgaria,BG,BGR,100,Proportion of population using of improved drinking water sources free from faecal and priority chemical contamination,2000,89.66373209539023,Total,,%,,,,Total
Bulgaria,BG,BGR,100,Proportion of population using of improved drinking water sources free from faecal and priority chemical contamination,2001,90.1840638943505,Total,,%,,,,Total
Bulgaria,BG,BGR,100,Proportion of population using of improved drinking water sources free from faecal and priority chemical contamination,2002,90.70462791235943,Total,,%,,,,Total
Bulgaria,BG,BGR,100,Proportion of population using of improved drinking water sources free from faecal and priority chemical contamination,2003,91.22540227311485,Total,,%,,,,Total
Bulgaria,BG,BGR,100,Proportion of population using of improved drinking water sources free from faecal and priority chemical contamination,2004,91.74640085212626,Total,,%,,,,Total
Bulgaria,BG,BGR,100,Proportion of population using of improved drinking water sources free from faecal and priority chemical contamination,2005,92.26762503237342,Total,,%,,,,Total
Bulgaria,BG,BGR,100,Proportion of population using of improved drinking water sources free from faecal and priority chemical contamination,2006,92.78907568473905,Total,,%,,,,Total
Bulgaria,BG,BGR,100,Proportion of population using of improved drinking water sources free from faecal and priority chemical contamination,2007,93.31076496010077,Total,,%,,,,Total
Bulgaria,BG,BGR,100,Proportion of population using of improved drinking water sources free from faecal and priority chemical contamination,2008,93.83269674985858,Total,,%,,,,Total
Bulgaria,BG,BGR,100,Proportion of population using of improved drinking water sources free from faecal and priority chemical contamination,2009,94.35487303816048,Total,,%,,,,Total
Bulgaria,BG,BGR,100,Proportion of population using of improved drinking water sources free from faecal and priority chemical contamination,2010,94.87729717439446,Total,,%,,,,Total
Bulgaria,BG,BGR,100,Proportion of population using of improved drinking water sources free from faecal and priority chemical contamination,2011,95.39997293568324,Total,,%,,,,Total
Bulgaria,BG,BGR,100,Proportion of population using of improved drinking water sources free from faecal and priority chemical contamination,2012,95.92294021655418,Total,,%,,,,Total
Bulgaria,BG,BGR,100,Proportion of population using of improved drinking water sources free from faecal and priority chemical contamination,2013,96.44622729049148,Total,,%,,,,Total
Bulgaria,BG,BGR,100,Proportion of population using of improved drinking water sources free from faecal and priority chemical contamination,2014,96.96982681616272,Total,,%,,,,Total
Bulgaria,BG,BGR,100,Proportion of population using of improved drinking water sources free from faecal and priority chemical contamination,2015,97.493768467336,Total,,%,,,,Total
Bulgaria,BG,BGR,100,Proportion of population using of improved drinking water sources free from faecal and priority chemical contamination,2016,98.01804967031369,Total,,%,,,,Total
Bulgaria,BG,BGR,100,Proportion of population using of improved drinking water sources free from faecal and priority chemical contamination,2017,98.54269776186517,Total,,%,,,,Total
Bulgaria,BG,BGR,100,Proportion of population using of improved drinking water sources free from faecal and priority chemical contamination,2018,99.06769665983423,Total,,%,,,,Total
Bulgaria,BG,BGR,100,Proportion of population using of improved drinking water sources free from faecal and priority chemical contamination,2019,99.03887824877954,Total,,%,,,,Total
Bulgaria,BG,BGR,100,Proportion of population using of improved drinking water sources free from faecal and priority chemical contamination,2020,99.01076629202994,Total,,%,,,,Total
Bulgaria,BG,BGR,100,Proportion of population using of improved drinking water sources free from faecal and priority chemical contamination,2021,98.98335816302624,Total,,%,,,,Total
Bulgaria,BG,BGR,100,Proportion of population using of improved drinking water sources free from faecal and priority chemical contamination,2022,98.95662107515453,Total,,%,,,,Total
Cambodia,KH,KHM,116,Proportion of population using of improved drinking water sources free from faecal and priority chemical contamination,2000,16.96313439440735,Total,,%,,,,Total
Cambodia,KH,KHM,116,Proportion of population using of improved drinking water sources free from faecal and priority chemical contamination,2001,17.44534963765192,Total,,%,,,,Total
Cambodia,KH,KHM,116,Proportion of population using of improved drinking water sources free from faecal and priority chemical contamination,2002,17.9278350570634,Total,,%,,,,Total
Cambodia,KH,KHM,116,Proportion of population using of improved drinking water sources free from faecal and priority chemical contamination,2003,18.41059194424577,Total,,%,,,,Total
Cambodia,KH,KHM,116,Proportion of population using of improved drinking water sources free from faecal and priority chemical contamination,2004,18.89397713011149,Total,,%,,,,Total
Cambodia,KH,KHM,116,Proportion of population using of improved drinking water sources free from faecal and priority chemical contamination,2005,19.37799406740557,Total,,%,,,,Total
Cambodia,KH,KHM,116,Proportion of population using of improved drinking water sources free from faecal and priority chemical contamination,2006,19.86228633588119,Total,,%,,,,Total
Cambodia,KH,KHM,116,Proportion of population using of improved drinking water sources free from faecal and priority chemical contamination,2007,20.34721673177649,Total,,%,,,,Total
Cambodia,KH,KHM,116,Proportion of population using of improved drinking water sources free from faecal and priority chemical contamination,2008,20.8462050574285,Total,,%,,,,Total
Cambodia,KH,KHM,116,Proportion of population using of improved drinking water sources free from faecal and priority chemical contamination,2009,21.41869061155226,Total,,%,,,,Total
Cambodia,KH,KHM,116,Proportion of population using of improved drinking water sources free from faecal and priority chemical contamination,2010,21.99383152449451,Total,,%,,,,Total
Cambodia,KH,KHM,116,Proportion of population using of improved drinking water sources free from faecal and priority chemical contamination,2011,22.57164500451491,Total,,%,,,,Total
Cambodia,KH,KHM,116,Proportion of population using of improved drinking water sources free from faecal and priority chemical contamination,2012,23.15214873042525,Total,,%,,,,Total
Cambodia,KH,KHM,116,Proportion of population using of improved drinking water sources free from faecal and priority chemical contamination,2013,23.73499126881682,Total,,%,,,,Total
Cambodia,KH,KHM,116,Proportion of population using of improved drinking water sources free from faecal and priority chemical contamination,2014,24.32092540208339,Total,,%,,,,Total
Cambodia,KH,KHM,116,Proportion of population using of improved drinking water sources free from faecal and priority chemical contamination,2015,24.90960295733944,Total,,%,,,,Total
Cambodia,KH,KHM,116,Proportion of population using of improved drinking water sources free from faecal and priority chemical contamination,2016,25.50104014758196,Total,,%,,,,Total
Cambodia,KH,KHM,116,Proportion of population using of improved drinking water sources free from faecal and priority chemical contamination,2017,26.09488040129515,Total,,%,,,,Total
Cambodia,KH,KHM,116,Proportion of population using of improved drinking water sources free from faecal and priority chemical contamination,2018,26.69338329412249,Total,,%,,,,Total
Cambodia,KH,KHM,116,Proportion of population using of improved drinking water sources free from faecal and priority chemical contamination,2019,27.29620992931084,Total,,%,,,,Total
Cambodia,KH,KHM,116,Proportion of population using of improved drinking water sources free from faecal and priority chemical contamination,2020,27.90376663571504,Total,,%,,,,Total
Cambodia,KH,KHM,116,Proportion of population using of improved drinking water sources free from faecal and priority chemical contamination,2021,28.46830325029087,Total,,%,,,,Total
Cambodia,KH,KHM,116,Proportion of population using of improved drinking water sources free from faecal and priority chemical contamination,2022,29.13127956971496,Total,,%,,,,Total
Canada,CA,CAN,124,Proportion of population using of improved drinking water sources free from faecal and priority chemical contamination,2000,98.89877797606984,Total,,%,,,,Total
Canada,CA,CAN,124,Proportion of population using of improved drinking water sources free from faecal and priority chemical contamination,2001,98.90328286354411,Total,,%,,,,Total
Canada,CA,CAN,124,Proportion of population using of improved drinking water sources free from faecal and priority chemical contamination,2002,98.90434107576918,Total,,%,,,,Total
Canada,CA,CAN,124,Proportion of population using of improved drinking water sources free from faecal and priority chemical contamination,2003,98.90541594855713,Total,,%,,,,Total
Canada,CA,CAN,124,Proportion of population using of improved drinking water sources free from faecal and priority chemical contamination,2004,98.90647427543864,Total,,%,,,,Total
Canada,CA,CAN,124,Proportion of population using of improved drinking water sources free from faecal and priority chemical contamination,2005,98.91785674578185,Total,,%,,,,Total
Canada,CA,CAN,124,Proportion of population using of improved drinking water sources free from faecal and priority chemical contamination,2006,98.92927987899192,Total,,%,,,,Total
Canada,CA,CAN,124,Proportion of population using of improved drinking water sources free from faecal and priority chemical contamination,2007,98.94160590225277,Total,,%,,,,Total
Canada,CA,CAN,124,Proportion of population using of improved drinking water sources free from faecal and priority chemical contamination,2008,98.95363598673048,Total,,%,,,,Total
Canada,CA,CAN,124,Proportion of population using of improved drinking water sources free from faecal and priority chemical contamination,2009,98.96536486334402,Total,,%,,,,Total
Canada,CA,CAN,124,Proportion of population using of improved drinking water sources free from faecal and priority chemical contamination,2010,98.9768079691703,Total,,%,,,,Total
Canada,CA,CAN,124,Proportion of population using of improved drinking water sources free from faecal and priority chemical contamination,2011,98.98780493195409,Total,,%,,,,Total
Canada,CA,CAN,124,Proportion of population using of improved drinking water sources free from faecal and priority chemical contamination,2012,98.99768740266744,Total,,%,,,,Total
Canada,CA,CAN,124,Proportion of population using of improved drinking water sources free from faecal and priority chemical contamination,2013,99.00750680853301,Total,,%,,,,Total
Canada,CA,CAN,124,Proportion of population using of improved drinking water sources free from faecal and priority chemical contamination,2014,99.01725513939108,Total,,%,,,,Total
Canada,CA,CAN,124,Proportion of population using of improved drinking water sources free from faecal and priority chemical contamination,2015,99.02694637579944,Total,,%,,,,Total
Canada,CA,CAN,124,Proportion of population using of improved drinking water sources free from faecal and priority chemical contamination,2016,99.03657417766885,Total,,%,,,,Total
Canada,CA,CAN,124,Proportion of population using of improved drinking water sources free from faecal and priority chemical contamination,2017,99.04616614611889,Total,,%,,,,Total
Canada,CA,CAN,124,Proportion of population using of improved drinking water sources free from faecal and priority chemical contamination,2018,99.05571402567642,Total,,%,,,,Total
Canada,CA,CAN,124,Proportion of population using of improved drinking water sources free from faecal and priority chemical contamination,2019,99.06519005773522,Total,,%,,,,Total
Canada,CA,CAN,124,Proportion of population using of improved drinking water sources free from faecal and priority chemical contamination,2020,99.07679309587948,Total,,%,,,,Total
Canada,CA,CAN,124,Proportion of population using of improved drinking water sources free from faecal and priority chemical contamination,2021,99.07697188697469,Total,,%,,,,Total
Canada,CA,CAN,124,Proportion of population using of improved drinking water sources free from faecal and priority chemical contamination,2022,99.07716727597527,Total,,%,,,,Total
Central African Republic,CF,CAF,140,Proportion of population using of improved drinking water sources free from faecal and priority chemical contamination,2000,31.21239690545088,Total,,%,,,,Total
Central African Republic,CF,CAF,140,Proportion of population using of improved drinking water sources free from faecal and priority chemical contamination,2001,31.08871459485999,Total,,%,,,,Total
Central African Republic,CF,CAF,140,Proportion of population using of improved drinking water sources free from faecal and priority chemical contamination,2002,30.96529187599239,Total,,%,,,,Total
Central African Republic,CF,CAF,140,Proportion of population using of improved drinking water sources free from faecal and priority chemical contamination,2003,30.8419644042039,Total,,%,,,,Total
Central African Republic,CF,CAF,140,Proportion of population using of improved drinking water sources free from faecal and priority chemical contamination,2004,30.71873204946587,Total,,%,,,,Total
Central African Republic,CF,CAF,140,Proportion of population using of improved drinking water sources free from faecal and priority chemical contamination,2005,30.59916924910837,Total,,%,,,,Total
Central African Republic,CF,CAF,140,Proportion of population using of improved drinking water sources free from faecal and priority chemical contamination,2006,30.48331210348647,Total,,%,,,,Total
Central African Republic,CF,CAF,140,Proportion of population using of improved drinking water sources free from faecal and priority chemical contamination,2007,30.37136968807822,Total,,%,,,,Total
Central African Republic,CF,CAF,140,Proportion of population using of improved drinking water sources free from faecal and priority chemical contamination,2008,30.26320874150805,Total,,%,,,,Total
Central African Republic,CF,CAF,140,Proportion of population using of improved drinking water sources free from faecal and priority chemical contamination,2009,30.15886188735245,Total,,%,,,,Total
Central African Republic,CF,CAF,140,Proportion of population using of improved drinking water sources free from faecal and priority chemical contamination,2010,30.05854037225633,Total,,%,,,,Total
Central African Republic,CF,CAF,140,Proportion of population using of improved drinking water sources free from faecal and priority chemical contamination,2011,29.96211087529237,Total,,%,,,,Total
Central African Republic,CF,CAF,140,Proportion of population using of improved drinking water sources free from faecal and priority chemical contamination,2012,29.86978064936838,Total,,%,,,,Total
Central African Republic,CF,CAF,140,Proportion of population using of improved drinking water sources free from faecal and priority chemical contamination,2013,29.78158709387598,Total,,%,,,,Total
Central African Republic,CF,CAF,140,Proportion of population using of improved drinking water sources free from faecal and priority chemical contamination,2014,29.69739381908477,Total,,%,,,,Total
Central African Republic,CF,CAF,140,Proportion of population using of improved drinking water sources free from faecal and priority chemical contamination,2015,29.61741427301567,Total,,%,,,,Total
Central African Republic,CF,CAF,140,Proportion of population using of improved drinking water sources free from faecal and priority chemical contamination,2016,29.5418618105203,Total,,%,,,,Total
Central African Republic,CF,CAF,140,Proportion of population using of improved drinking water sources free from faecal and priority chemical contamination,2017,29.470420581541,Total,,%,,,,Total
Central African Republic,CF,CAF,140,Proportion of population using of improved drinking water sources free from faecal and priority chemical contamination,2018,29.40330560914864,Total,,%,,,,Total
Central African Republic,CF,CAF,140,Proportion of population using of improved drinking water sources free from faecal and priority chemical contamination,2019,29.34055437392853,Total,,%,,,,Total
Central African Republic,CF,CAF,140,Proportion of population using of improved drinking water sources free from faecal and priority chemical contamination,2020,29.28220535611643,Total,,%,,,,Total
Central African Republic,CF,CAF,140,Proportion of population using of improved drinking water sources free from faecal and priority chemical contamination,2021,29.22829620666129,Total,,%,,,,Total
Central African Republic,CF,CAF,140,Proportion of population using of improved drinking water sources free from faecal and priority chemical contamination,2022,29.31301225851241,Total,,%,,,,Total
Chad,TD,TCD,148,Proportion of population using of improved drinking water sources free from faecal and priority chemical contamination,2000,10.3452218644204,Total,,%,,,,Total
Chad,TD,TCD,148,Proportion of population using of improved drinking water sources free from faecal and priority chemical contamination,2001,10.49478007266291,Total,,%,,,,Total
Chad,TD,TCD,148,Proportion of population using of improved drinking water sources free from faecal and priority chemical contamination,2002,10.64426164006642,Total,,%,,,,Total
Chad,TD,TCD,148,Proportion of population using of improved drinking water sources free from faecal and priority chemical contamination,2003,10.7937834148916,Total,,%,,,,Total
Chad,TD,TCD,148,Proportion of population using of improved drinking water sources free from faecal and priority chemical contamination,2004,10.94328739463912,Total,,%,,,,Total
Chad,TD,TCD,148,Proportion of population using of improved drinking water sources free from faecal and priority chemical contamination,2005,11.09277301741801,Total,,%,,,,Total
Chad,TD,TCD,148,Proportion of population using of improved drinking water sources free from faecal and priority chemical contamination,2006,11.24224034589284,Total,,%,,,,Total
Chad,TD,TCD,148,Proportion of population using of improved drinking water sources free from faecal and priority chemical contamination,2007,11.39174618895598,Total,,%,,,,Total
Chad,TD,TCD,148,Proportion of population using of improved drinking water sources free from faecal and priority chemical contamination,2008,11.54117731925365,Total,,%,,,,Total
Chad,TD,TCD,148,Proportion of population using of improved drinking water sources free from faecal and priority chemical contamination,2009,11.69059087014423,Total,,%,,,,Total
Chad,TD,TCD,148,Proportion of population using of improved drinking water sources free from faecal and priority chemical contamination,2010,11.84099060354794,Total,,%,,,,Total
Chad,TD,TCD,148,Proportion of population using of improved drinking water sources free from faecal and priority chemical contamination,2011,11.9923640153885,Total,,%,,,,Total
Chad,TD,TCD,148,Proportion of population using of improved drinking water sources free from faecal and priority chemical contamination,2012,12.14475034529516,Total,,%,,,,Total
Chad,TD,TCD,148,Proportion of population using of improved drinking water sources free from faecal and priority chemical contamination,2013,12.29807843578917,Total,,%,,,,Total
Chad,TD,TCD,148,Proportion of population using of improved drinking water sources free from faecal and priority chemical contamination,2014,12.45233439267238,Total,,%,,,,Total
Chad,TD,TCD,148,Proportion of population using of improved drinking water sources free from faecal and priority chemical contamination,2015,12.60755768080762,Total,,%,,,,Total
Chad,TD,TCD,148,Proportion of population using of improved drinking water sources free from faecal and priority chemical contamination,2016,12.76373282171802,Total,,%,,,,Total
Chad,TD,TCD,148,Proportion of population using of improved drinking water sources free from faecal and priority chemical contamination,2017,12.92084342272011,Total,,%,,,,Total
Chad,TD,TCD,148,Proportion of population using of improved drinking water sources free from faecal and priority chemical contamination,2018,13.07892802752774,Total,,%,,,,Total
Chad,TD,TCD,148,Proportion of population using of improved drinking water sources free from faecal and priority chemical contamination,2019,13.23791703136828,Total,,%,,,,Total
Chad,TD,TCD,148,Proportion of population using of improved drinking water sources free from faecal and priority chemical contamination,2020,13.39789993396815,Total,,%,,,,Total
Chad,TD,TCD,148,Proportion of population using of improved drinking water sources free from faecal and priority chemical contamination,2021,13.55880730233866,Total,,%,,,,Total
Chad,TD,TCD,148,Proportion of population using of improved drinking water sources free from faecal and priority chemical contamination,2022,13.57370965064104,Total,,%,,,,Total
Chile,CL,CHL,152,Proportion of population using of improved drinking water sources free from faecal and priority chemical contamination,2000,95.14169457872286,Total,,%,,,,Total
Chile,CL,CHL,152,Proportion of population using of improved drinking water sources free from faecal and priority chemical contamination,2001,95.42176095625712,Total,,%,,,,Total
Chile,CL,CHL,152,Proportion of population using of improved drinking water sources free from faecal and priority chemical contamination,2002,95.68354777177235,Total,,%,,,,Total
Chile,CL,CHL,152,Proportion of population using of improved drinking water sources free from faecal and priority chemical contamination,2003,95.90211138720242,Total,,%,,,,Total
Chile,CL,CHL,152,Proportion of population using of improved drinking water sources free from faecal and priority chemical contamination,2004,96.11903153778158,Total,,%,,,,Total
Chile,CL,CHL,152,Proportion of population using of improved drinking water sources free from faecal and priority chemical contamination,2005,96.33376229026834,Total,,%,,,,Total
Chile,CL,CHL,152,Proportion of population using of improved drinking water sources free from faecal and priority chemical contamination,2006,96.54684801744405,Total,,%,,,,Total
Chile,CL,CHL,152,Proportion of population using of improved drinking water sources free from faecal and priority chemical contamination,2007,96.75797661960283,Total,,%,,,,Total
Chile,CL,CHL,152,Proportion of population using of improved drinking water sources free from faecal and priority chemical contamination,2008,96.96743367170225,Total,,%,,,,Total
Chile,CL,CHL,152,Proportion of population using of improved drinking water sources free from faecal and priority chemical contamination,2009,97.1749633418065,Total,,%,,,,Total
Chile,CL,CHL,152,Proportion of population using of improved drinking water sources free from faecal and priority chemical contamination,2010,97.38060154038219,Total,,%,,,,Total
Chile,CL,CHL,152,Proportion of population using of improved drinking water sources free from faecal and priority chemical contamination,2011,97.58456584638807,Total,,%,,,,Total
Chile,CL,CHL,152,Proportion of population using of improved drinking water sources free from faecal and priority chemical contamination,2012,97.7866764904021,Total,,%,,,,Total
Chile,CL,CHL,152,Proportion of population using of improved drinking water sources free from faecal and priority chemical contamination,2013,97.9870269843538,Total,,%,,,,Total
Chile,CL,CHL,152,Proportion of population using of improved drinking water sources free from faecal and priority chemical contamination,2014,98.18562609328367,Total,,%,,,,Total
Chile,CL,CHL,152,Proportion of population using of improved drinking water sources free from faecal and priority chemical contamination,2015,98.38247356791493,Total,,%,,,,Total
Chile,CL,CHL,152,Proportion of population using of improved drinking water sources free from faecal and priority chemical contamination,2016,98.57763488943,Total,,%,,,,Total
Chile,CL,CHL,152,Proportion of population using of improved drinking water sources free from faecal and priority chemical contamination,2017,98.7702384337868,Total,,%,,,,Total
Chile,CL,CHL,152,Proportion of population using of improved drinking water sources free from faecal and priority chemical contamination,2018,98.77136701847627,Total,,%,,,,Total
Chile,CL,CHL,152,Proportion of population using of improved drinking water sources free from faecal and priority chemical contamination,2019,98.77136654421062,Total,,%,,,,Total
Chile,CL,CHL,152,Proportion of population using of improved drinking water sources free from faecal and priority chemical contamination,2020,98.77137068473726,Total,,%,,,,Total
Chile,CL,CHL,152,Proportion of population using of improved drinking water sources free from faecal and priority chemical contamination,2021,98.77136763963975,Total,,%,,,,Total
Chile,CL,CHL,152,Proportion of population using of improved drinking water sources free from faecal and priority chemical contamination,2022,98.77136430419141,Total,,%,,,,Total
Hong Kong,HK,HKG,344,Proportion of population using of improved drinking water sources free from faecal and priority chemical contamination,2000,98.74425724594204,Total,,%,,,,Total
Hong Kong,HK,HKG,344,Proportion of population using of improved drinking water sources free from faecal and priority chemical contamination,2001,98.82802568167691,Total,,%,,,,Total
Hong Kong,HK,HKG,344,Proportion of population using of improved drinking water sources free from faecal and priority chemical contamination,2002,98.91179411741177,Total,,%,,,,Total
Hong Kong,HK,HKG,344,Proportion of population using of improved drinking water sources free from faecal and priority chemical contamination,2003,98.99556255314664,Total,,%,,,,Total
Hong Kong,HK,HKG,344,Proportion of population using of improved drinking water sources free from faecal and priority chemical contamination,2004,99.07933098888151,Total,,%,,,,Total
Hong Kong,HK,HKG,344,Proportion of population using of improved drinking water sources free from faecal and priority chemical contamination,2005,99.16309942461638,Total,,%,,,,Total
Hong Kong,HK,HKG,344,Proportion of population using of improved drinking water sources free from faecal and priority chemical contamination,2006,99.24686786035124,Total,,%,,,,Total
Hong Kong,HK,HKG,344,Proportion of population using of improved drinking water sources free from faecal and priority chemical contamination,2007,99.33063629608611,Total,,%,,,,Total
Hong Kong,HK,HKG,344,Proportion of population using of improved drinking water sources free from faecal and priority chemical contamination,2008,99.41440473182098,Total,,%,,,,Total
Hong Kong,HK,HKG,344,Proportion of population using of improved drinking water sources free from faecal and priority chemical contamination,2009,99.49817316755585,Total,,%,,,,Total
Hong Kong,HK,HKG,344,Proportion of population using of improved drinking water sources free from faecal and priority chemical contamination,2010,99.58194160329072,Total,,%,,,,Total
Hong Kong,HK,HKG,344,Proportion of population using of improved drinking water sources free from faecal and priority chemical contamination,2011,99.66571003902558,Total,,%,,,,Total
Hong Kong,HK,HKG,344,Proportion of population using of improved drinking water sources free from faecal and priority chemical contamination,2012,99.74947847476045,Total,,%,,,,Total
Hong Kong,HK,HKG,344,Proportion of population using of improved drinking water sources free from faecal and priority chemical contamination,2013,99.83324691049532,Total,,%,,,,Total
Hong Kong,HK,HKG,344,Proportion of population using of improved drinking water sources free from faecal and priority chemical contamination,2014,99.91701534623016,Total,,%,,,,Total
Hong Kong,HK,HKG,344,Proportion of population using of improved drinking water sources free from faecal and priority chemical contamination,2015,100,Total,,%,,,,Total
Hong Kong,HK,HKG,344,Proportion of population using of improved drinking water sources free from faecal and priority chemical contamination,2016,100,Total,,%,,,,Total
Hong Kong,HK,HKG,344,Proportion of population using of improved drinking water sources free from faecal and priority chemical contamination,2017,100,Total,,%,,,,Total
Hong Kong,HK,HKG,344,Proportion of population using of improved drinking water sources free from faecal and priority chemical contamination,2018,100,Total,,%,,,,Total
Hong Kong,HK,HKG,344,Proportion of population using of improved drinking water sources free from faecal and priority chemical contamination,2019,100,Total,,%,,,,Total
Hong Kong,HK,HKG,344,Proportion of population using of improved drinking water sources free from faecal and priority chemical contamination,2020,100,Total,,%,,,,Total
Hong Kong,HK,HKG,344,Proportion of population using of improved drinking water sources free from faecal and priority chemical contamination,2021,100,Total,,%,,,,Total
Hong Kong,HK,HKG,344,Proportion of population using of improved drinking water sources free from faecal and priority chemical contamination,2022,100,Total,,%,,,,Total
Macao,MO,MAC,446,Proportion of population using of improved drinking water sources free from faecal and priority chemical contamination,2000,99.97120717781404,Total,,%,,,,Total
Macao,MO,MAC,446,Proportion of population using of improved drinking water sources free from faecal and priority chemical contamination,2001,99.97120717781404,Total,,%,,,,Total
Macao,MO,MAC,446,Proportion of population using of improved drinking water sources free from faecal and priority chemical contamination,2002,99.97120717781404,Total,,%,,,,Total
Macao,MO,MAC,446,Proportion of population using of improved drinking water sources free from faecal and priority chemical contamination,2003,99.97120717781404,Total,,%,,,,Total
Macao,MO,MAC,446,Proportion of population using of improved drinking water sources free from faecal and priority chemical contamination,2004,99.97335508428495,Total,,%,,,,Total
Macao,MO,MAC,446,Proportion of population using of improved drinking water sources free from faecal and priority chemical contamination,2005,99.97550299075586,Total,,%,,,,Total
Macao,MO,MAC,446,Proportion of population using of improved drinking water sources free from faecal and priority chemical contamination,2006,99.97765089722677,Total,,%,,,,Total
Macao,MO,MAC,446,Proportion of population using of improved drinking water sources free from faecal and priority chemical contamination,2007,99.97979880369768,Total,,%,,,,Total
Macao,MO,MAC,446,Proportion of population using of improved drinking water sources free from faecal and priority chemical contamination,2008,99.98194671016859,Total,,%,,,,Total
Macao,MO,MAC,446,Proportion of population using of improved drinking water sources free from faecal and priority chemical contamination,2009,99.98409461663948,Total,,%,,,,Total
Macao,MO,MAC,446,Proportion of population using of improved drinking water sources free from faecal and priority chemical contamination,2010,99.98624252311039,Total,,%,,,,Total
Macao,MO,MAC,446,Proportion of population using of improved drinking water sources free from faecal and priority chemical contamination,2011,99.9883904295813,Total,,%,,,,Total
Macao,MO,MAC,446,Proportion of population using of improved drinking water sources free from faecal and priority chemical contamination,2012,99.99053833605221,Total,,%,,,,Total
Macao,MO,MAC,446,Proportion of population using of improved drinking water sources free from faecal and priority chemical contamination,2013,99.99268624252312,Total,,%,,,,Total
Macao,MO,MAC,446,Proportion of population using of improved drinking water sources free from faecal and priority chemical contamination,2014,99.99483414899403,Total,,%,,,,Total
Macao,MO,MAC,446,Proportion of population using of improved drinking water sources free from faecal and priority chemical contamination,2015,99.99698205546494,Total,,%,,,,Total
Macao,MO,MAC,446,Proportion of population using of improved drinking water sources free from faecal and priority chemical contamination,2016,99.99912996193585,Total,,%,,,,Total
Macao,MO,MAC,446,Proportion of population using of improved drinking water sources free from faecal and priority chemical contamination,2017,100,Total,,%,,,,Total
Macao,MO,MAC,446,Proportion of population using of improved drinking water sources free from faecal and priority chemical contamination,2018,100,Total,,%,,,,Total
Macao,MO,MAC,446,Proportion of population using of improved drinking water sources free from faecal and priority chemical contamination,2019,100,Total,,%,,,,Total
Macao,MO,MAC,446,Proportion of population using of improved drinking water sources free from faecal and priority chemical contamination,2020,100,Total,,%,,,,Total
Macao,MO,MAC,446,Proportion of population using of improved drinking water sources free from faecal and priority chemical contamination,2021,100,Total,,%,,,,Total
Macao,MO,MAC,446,Proportion of population using of improved drinking water sources free from faecal and priority chemical contamination,2022,100,Total,,%,,,,Total
Colombia,CO,COL,170,Proportion of population using of improved drinking water sources free from faecal and priority chemical contamination,2000,75.48769045228759,Total,,%,,,,Total
Colombia,CO,COL,170,Proportion of population using of improved drinking water sources free from faecal and priority chemical contamination,2001,75.84767435318955,Total,,%,,,,Total
Colombia,CO,COL,170,Proportion of population using of improved drinking water sources free from faecal and priority chemical contamination,2002,76.20378634231831,Total,,%,,,,Total
Colombia,CO,COL,170,Proportion of population using of improved drinking water sources free from faecal and priority chemical contamination,2003,76.5560399203523,Total,,%,,,,Total
Colombia,CO,COL,170,Proportion of population using of improved drinking water sources free from faecal and priority chemical contamination,2004,76.90391915109625,Total,,%,,,,Total
Colombia,CO,COL,170,Proportion of population using of improved drinking water sources free from faecal and priority chemical contamination,2005,77.24744375500134,Total,,%,,,,Total
Colombia,CO,COL,170,Proportion of population using of improved drinking water sources free from faecal and priority chemical contamination,2006,77.5866466978422,Total,,%,,,,Total
Colombia,CO,COL,170,Proportion of population using of improved drinking water sources free from faecal and priority chemical contamination,2007,77.92101144998226,Total,,%,,,,Total
Colombia,CO,COL,170,Proportion of population using of improved drinking water sources free from faecal and priority chemical contamination,2008,78.25112700920816,Total,,%,,,,Total
Colombia,CO,COL,170,Proportion of population using of improved drinking water sources free from faecal and priority chemical contamination,2009,78.57700677794132,Total,,%,,,,Total
